=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -489.99 -496.70 === === === === -516.82 === === === === === === === === === -582.14 -586.48 -588.15 -593.57 -600.79 -611.09 -614.46 -622.00 -622.93 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -501.67 === === === === -536.20 === === === === === === === === -584.19 -590.62 -597.85 -600.24 -609.68 -618.00 -617.00 -624.75 -629.32 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -512.15 === === === === -537.31 === === === === === === === -585.93 -588.78 -591.30 -602.51 -610.82 -610.10 -623.94 -627.76 -632.97 -632.24 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -522.53 === === === === -549.34 -553.21 -562.68 === === === -587.22 -591.85 -592.00 -594.84 -606.77 -613.13 -621.27 -624.20 -625.22 -631.22 -639.68 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -529.99 === === === -549.45 -554.38 -558.20 -570.28 -570.08 -577.30 -584.02 -588.63 -590.93 -598.95 -602.40 -610.92 -620.32 -621.05 -631.26 -633.29 -643.42 -646.03 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -542.24 === === === === === === -579.78 -586.07 -584.03 -596.30 -596.91 === -614.97 -617.20 -624.35 -628.25 -636.41 -638.68 -644.48 -649.82 === -664.82 -668.85 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -551.52 === === === === -572.40 === -585.01 -592.49 -593.06 -596.24 -604.04 === -619.53 -617.51 -628.26 -637.17 -642.05 -646.24 -651.71 -655.04 -665.36 === -678.61 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -558.03 === === === === -581.87 -590.41 -592.73 -602.53 -602.58 -607.98 -615.51 -621.87 -624.89 -631.55 -642.29 -646.68 -647.12 -659.10 -662.34 -671.29 === -682.97 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -590.33 -596.60 -597.52 -607.08 -609.91 -614.38 -621.83 -626.01 -635.66 -643.20 -642.35 -647.65 -658.73 -660.36 -668.45 -675.45 -678.82 -687.11 === 
=== === === === === === === === -456.24 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -571.03 === -585.81 === -596.83 -597.51 -604.53 -607.91 -618.47 -622.05 -630.19 -635.82 -638.96 -644.57 -646.16 -654.28 -665.87 -666.12 -673.08 === -688.19 -690.07 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -582.94 -587.68 === -601.07 -604.00 === -615.87 -614.96 -626.85 -633.20 -636.41 -641.08 -647.17 -655.04 -655.62 -657.79 -668.80 -673.02 -679.90 -683.55 -690.99 -695.44 === 
=== === === === === === === === === === -470.54 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -589.72 -596.33 === === === -613.91 === -625.38 -630.83 -637.24 -640.77 -642.88 -653.73 -656.20 -658.12 -666.42 -670.75 -679.05 === === === -700.99 === 
=== === === === === === === === === === === === === === === === === === === === -491.95 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -601.35 === === === === === -625.38 -634.91 -640.74 -646.77 -648.43 -651.33 -666.57 -666.42 -670.96 -677.32 -680.06 -687.49 === === -703.58 === 
=== === === === === === === === === === === === === === === === === === === === -496.71 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -611.49 === === === === === -640.41 -645.49 -649.17 -654.32 -661.55 -666.85 -670.97 === -681.59 === -695.60 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -617.48 -618.48 === === === === === === === === -665.67 === === === === -697.89 -702.44 -706.58 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -623.89 === === === === === === === === === === === === === === -704.41 -714.28 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -620.52 === === === -636.41 -640.55 === === === === === === === === === === === === === === -719.61 -722.59 -731.69 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -622.64 === === === -641.77 -644.77 -648.23 -656.71 -657.79 -663.23 -669.77 -673.13 -683.08 -684.99 -691.81 -697.42 -700.11 -706.50 -714.89 -718.62 === -728.51 -733.32 === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
