=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -351.85 === === === === === === === === -358.16 === === === -360.26 === -363.43 === === === -370.48 === === === === === === === === === === === === -400.89 === === === === === === === === === === === === === === -455.97 -460.26 === === -472.70 -477.76 -479.19 -485.24 -486.75 -495.18 === -499.87 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -355.77 -355.57 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -413.05 === === === === === === === === === === === === === === === -462.27 -469.31 -472.31 === -480.14 -483.99 -487.49 === -497.35 === -506.09 -511.24 === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === -365.98 === === === === === === === === === === === === === === === === === -384.22 === === === === === -397.24 -396.65 === === === === === === === === === === === === === === === === === === === === === -468.68 -473.92 -474.04 -481.22 -485.09 === -490.69 === -498.83 === === -513.14 -516.73 === === === === -542.27 -541.17 === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === -367.39 === -366.75 -370.71 === -370.61 -368.93 === === === === === === === === === === === === === === === === === === -397.32 -399.25 === === === === === === === -423.79 -424.63 === === === === === === === === === === === === === === -477.18 -481.88 -486.18 -487.70 === -495.08 -501.12 -503.09 === === === -520.53 === === === === === -547.82 === === === === === === === === -589.38 === === === -605.35 === === === === === === === === 
=== === === === === === === === === === === === === === -373.49 -377.54 === === === -375.78 === === === === === === === === === === === === === === === === === -406.10 === === === === === === === -426.88 -429.36 === === === === === === === === === === === === === === -483.47 -489.01 === -495.66 -499.76 -501.36 -506.65 -511.53 -511.10 === -523.15 -526.80 -529.81 === === === === -554.65 -555.06 === === === === === === -587.83 === === === === === === === === === === === === === 
=== === === === === === === === === === -380.82 -381.88 -379.43 === -382.74 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -439.14 === === === === === === === === === === === === === === -489.16 -495.21 -495.76 -498.29 -504.55 -510.60 -512.44 -518.18 === === === -535.38 === === === === === -558.75 === === === === -583.19 === === === === === === === === === === === === === === === 
=== === === === === === === === === -385.35 === -386.99 === === -387.64 === === === === === === === === === === === === === === === === === === === === === === === === === -427.72 === === === === === === === === === === === === === === === === === === === === === -494.98 -499.63 === === -511.29 -515.03 -519.40 -524.45 -528.89 === === === === === === === === -564.47 -566.34 === === === === === === === === === -615.68 === === === === === === === === === 
=== === === === === === === === === === === -394.45 -393.34 === === === === === === === === === === === === === === === === === === -408.39 === === === === === -425.11 === === === === === === === === === -452.28 === === === === === === === === === === === === === === === -503.21 -507.09 === -515.25 === -525.78 -527.37 -531.65 === === === -547.16 === === === === === -571.22 === === === === === -600.71 === === === -615.84 === === === === === === === === === 
=== === === === === === === === === === === -398.97 -396.26 === === === === === === === === === === === === === === === === === === === === === === -427.03 === === === === === === === === === === === === -458.26 === === === === === === === === === === === === === === -508.46 -513.49 === -522.62 === === === -537.68 === -542.46 === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === -404.86 === === === === -403.03 === === === === === === === === === === === === === === === === === === === === === === === -430.80 === === === === === === === === === === === === === === === === === === === === === === === === === === === === -520.15 -520.52 === -526.40 === === -539.29 -544.09 === -549.58 -558.35 === === === === -580.10 -579.60 === -589.03 -595.57 === -604.09 === === === -622.54 === === === === === === === === === === 
=== === === === === === === === === === === -410.99 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -471.92 === === === === === === === === === === === === === === === -525.83 === -535.46 -537.58 -539.58 -543.64 -549.49 -553.73 === === -563.05 -569.99 -571.29 -576.69 -580.89 === === === === === -609.98 === === -620.75 -628.47 === === === === === === === === === === 
=== === === === === === === === === === === -414.06 -414.52 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -480.09 -476.56 === === === === === === === === === === === === === === -532.62 -532.95 -535.31 -541.15 === -550.40 === -558.68 === === -571.54 -573.76 -575.74 -579.43 === === === === === === === === -618.59 -627.94 === -633.30 === === === === === === === === === 
=== === === === === === === === === === === -422.36 -424.63 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -535.17 -539.29 -541.71 === -549.36 -557.17 -558.15 -563.97 -564.75 === === === === === === === -599.19 === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === -429.07 -430.42 === === === === === === === === === === === === === === === === === -449.53 === === === === -455.10 === === === === === === === === === === === === === -490.73 -492.96 === === === === === === === === === === === === === === -545.33 -549.78 === === === -561.48 === -570.41 -575.07 === -582.50 === === === === -598.80 === === -616.02 === === === === -639.13 === === === === === === === === === === 
=== === === === === === === === === === === === -432.48 === === -438.32 === === === === === === === === === === === === === === === === === -457.87 === === -461.16 === === === === === === === === === === === === === === === -502.43 === === === === === === === === === === === === === === -550.27 === -558.59 === -566.91 -571.03 === -580.84 -584.62 === -588.07 -595.94 -600.64 === === === -614.41 -616.05 -623.93 === === -636.78 -644.34 -647.29 === === === === === === === === === 
=== === === === === === === === === === === === -443.49 === === === === === === === === === === === === === === === === === === === -461.66 === === === -465.77 === === -474.51 -474.87 -474.96 === === === === === === === === === === === === === === === === === === === === === === === === === -558.79 -561.80 === === === -575.09 === === -585.61 -590.22 -594.24 === === === -610.28 -615.26 -618.97 -623.06 === -628.90 -637.88 -641.86 -643.03 === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -463.63 === === === === === === === === === === === === === === === === === === === -505.51 === === === === === === === === === === === === === === === === -560.94 -565.15 === -573.00 === -581.45 === === === -593.99 -597.28 -604.02 -606.64 -609.49 === === -622.37 === -635.67 -634.46 === === -646.60 -654.26 === === === === === === === === === 
=== === === === === === === === === === === === === -452.54 === === === -452.44 === === === === === === === -463.12 === === === === === === === === === === === === === === === === === === === === === === === === === === -517.84 -517.51 === -526.63 === === === === === === === === === === === === -567.91 -572.09 === -579.20 === === -595.83 -597.82 -601.42 -605.28 -607.25 -611.30 === -618.13 -626.60 === === -636.68 -638.47 -646.26 -648.07 -654.29 === === === === === === === === === === 
=== === === === === === === === === === === === === === -456.79 -459.59 === === === === === === === === === === === === -473.04 === -476.04 === === === === === === === === === -490.88 === === === === -506.99 === === === === === === === -524.52 -528.96 === === === === === === === === === === === === === === -576.07 === -584.92 === === === -603.24 === -604.82 -609.53 === === === === === === === === -648.45 -651.64 -656.08 -660.26 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === -469.57 -467.35 -469.92 -470.68 -471.90 === === -477.14 -478.56 === === -480.18 === -483.23 === -490.05 === -493.39 -493.96 -495.87 === === === === -508.39 -510.58 === === -516.36 === === === === === -535.59 === === === === === === === === === === === === === === -583.00 -584.97 === -593.90 -597.25 -598.39 -603.19 === === -613.07 -618.42 -626.34 -631.35 === === === -648.32 === -654.88 -657.62 === === -669.57 === === === === === === === === 
=== === === === === === === === === === === === === === === === -473.58 -472.16 === === -474.91 -476.76 === -478.62 === === -478.16 === -481.54 === === === -490.71 -491.42 -489.74 -496.50 === -493.81 === -499.47 === -504.43 -509.04 -510.79 -510.80 -513.21 -518.18 === === === === === === === === === === === === === === === === === === === === === === === -591.49 === -600.69 -600.40 -606.08 -606.59 === === === === -630.32 -633.61 -640.49 -640.85 -646.22 -648.90 -652.04 -657.04 === -668.96 -667.11 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === -481.26 -479.34 === === -481.49 -481.21 -481.42 === === -487.40 -489.60 === -489.83 === -492.52 === -495.82 === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -595.18 === -602.88 -606.71 === -612.69 === === === === === === === === === -651.50 -657.13 === === === === === === -685.73 === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -616.89 === -623.46 === === === -640.43 === -645.93 === === === -665.16 === === === === -682.99 -686.46 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -611.15 === === === === === === === === === === === === === === === === === === -684.11 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -558.70 === === === === === === === === === === === === === === === === === === -617.94 -619.89 === === -630.96 === -640.36 === === === === === -661.60 === === === === === === === === -702.15 -704.99 -709.02 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -621.94 -626.00 === === -638.17 === === === === === === === === === === === === === === === === -703.67 -709.20 -712.91 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -632.85 -633.61 === === -646.15 === === === === === === === === === === === === === === === === === -717.11 === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -637.53 -636.41 === === === === === === === === === === === === === === === === === === === === === -723.49 -730.58 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -646.17 === === === === === === === === === === === === === === === === === === === -725.50 -729.71 -732.71 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
